1,In,00:26:44.544
1,Out,00:26:44.544
2,In,00:26:44.544
	3,In,00:26:44.544
		4,In,00:26:44.544
			5,In,00:26:44.544
			5,Out,00:26:44.544
		4,Out,00:26:44.544
		6,In,00:26:44.544
			7,In,00:26:44.544
			7,Out,00:26:44.544
			8,In,00:26:44.544
				9,In,00:26:44.544
					10,In,00:26:44.544
					10,Out,00:26:44.544
				9,Out,00:26:44.544
				11,In,00:26:44.544
					12,In,00:26:44.544
					12,Out,00:26:44.544
				11,Out,00:26:44.544
			8,Out,00:26:44.544
			13,In,00:26:44.544
				14,In,00:26:44.544
					15,In,00:26:44.544
					15,Out,00:26:44.544
				14,Out,00:26:44.544
				16,In,00:26:44.575
					17,In,00:26:44.575
					17,Out,00:26:44.575
				16,Out,00:26:44.575
			13,Out,00:26:44.575
			18,In,00:26:44.575
				19,In,00:26:44.575
				19,Out,00:26:44.575
			18,Out,00:26:44.575
			7,In,00:26:44.575
			7,Out,00:26:44.575
			8,In,00:26:44.575
				9,In,00:26:44.575
					10,In,00:26:44.575
					10,Out,00:26:44.575
				9,Out,00:26:44.575
				11,In,00:26:44.591
					12,In,00:26:44.591
					12,Out,00:26:44.591
				11,Out,00:26:44.591
			8,Out,00:26:44.591
			13,In,00:26:44.591
				14,In,00:26:44.591
					15,In,00:26:44.591
					15,Out,00:26:44.591
				14,Out,00:26:44.591
				16,In,00:26:44.591
					17,In,00:26:44.591
					17,Out,00:26:44.591
				16,Out,00:26:44.591
			13,Out,00:26:44.606
			18,In,00:26:44.606
				19,In,00:26:44.606
				19,Out,00:26:44.606
			18,Out,00:26:44.606
			7,In,00:26:44.606
			7,Out,00:26:44.606
			8,In,00:26:44.606
				9,In,00:26:44.606
					10,In,00:26:44.606
					10,Out,00:26:44.606
				9,Out,00:26:44.606
				11,In,00:26:44.606
					12,In,00:26:44.606
					12,Out,00:26:44.606
				11,Out,00:26:44.606
			8,Out,00:26:44.606
			13,In,00:26:44.606
				14,In,00:26:44.606
					15,In,00:26:44.606
					15,Out,00:26:44.606
				14,Out,00:26:44.606
				16,In,00:26:44.606
					17,In,00:26:44.606
					17,Out,00:26:44.606
				16,Out,00:26:44.606
			13,Out,00:26:44.621
			18,In,00:26:44.621
				19,In,00:26:44.621
				19,Out,00:26:44.621
			18,Out,00:26:44.621
			7,In,00:26:44.621
			7,Out,00:26:44.621
			8,In,00:26:44.621
				9,In,00:26:44.621
					10,In,00:26:44.621
					10,Out,00:26:44.621
				9,Out,00:26:44.621
				11,In,00:26:44.621
					12,In,00:26:44.621
					12,Out,00:26:44.621
				11,Out,00:26:44.621
